גוף מנהל,שם קרן,מספר קופה,לינק לקובץ Q1 2013,לינק לאתר,סוג קופה,מי עובד על הקופה ?,הערות (אם יש משהו מסובך בנגישות לקובץ),
"דש איפקס הולדינגס בע""מ",דש גמל מניות,2031,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_2031_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש גמל פלטינה,600,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_600_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש גמל שקלי קצר,2050,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_2050_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש דור ברגר-פיצויים,461,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_461_3311.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ","דש דור ברגר-פיצויים אג""ח ממשלתי",2059,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_2059_4481.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש דור ברגר-פיצויים צמוד מדד,2060,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_2060_4851.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ","דש השתלמות אג""ח כללי",2032,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_2032_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש השתלמות אגח ממשלתי,1387,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_1387_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש השתלמות זהב,1353,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_1353_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ","דש השתלמות חו""ל",2055,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_2055_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש השתלמות מניות,2033,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_2033_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש השתלמות נגה,643,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_643_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש השתלמות שקלי קצר,2054,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_2054_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש קפיטל-פיצויים,138,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/TRSQ_138_130328.XLS,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש שבעת הכוכבים,355,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_355_5891.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש תגמולים,103,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_103_3651.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ","דש תגמולים אג""ח כללי",2026,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_2026_9371.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ","דש תגמולים חו""ל",2053,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_2053_9251.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש תגמולים מניות,2027,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_2027_9491.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",דש תגמולים שקלי קצר,2052,http://www.ds-invest.co.il/uploads/images/gemel/reshimat%20nechasim/%D7%A8%D7%91%D7%A2%D7%95%D7%9F%201%202013/%D7%A4%D7%95%D7%A2%D7%9C%D7%99%D7%9D/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_2052_9501.xls,http://www.ds-invest.co.il/%D7%A0%D7%9B%D7%A1-%D7%91%D7%95%D7%93%D7%93-3-13/,גמל,,,
"דש איפקס הולדינגס בע""מ",יובלים - מחלה,601,,,גמל,,,"לא נמצא דו""ח, הייתי מצפה שיהיה ב:
http://www.apex-inv.co.il/?categoryId=40572."
"דש איפקס הולדינגס בע""מ",יובלים - מרכזית,589,http://www.upsite.co.il/uploaded/files/862_d51b64b34a4913175deb4d1eec024cc6.xls,http://www.apex-inv.co.il/?categoryId=40566,גמל,,,
"דש איפקס הולדינגס בע""מ",יובלים-אחרות,510,http://www.upsite.co.il/uploaded/files/862_a85c01941290b0fea50a6e4f71fdc10e.xls,http://www.apex-inv.co.il/?categoryId=40572,גמל,,,"באתר נקראת ""יובלים קופה להבראה וחגים"""
"דש איפקס הולדינגס בע""מ",יובלים-חופשה,586,http://www.upsite.co.il/uploaded/files/862_141e71512cb6fbb2f8ea3edf903d0fe2.xls,http://www.apex-inv.co.il/?categoryId=40572,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב בטחון,120,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_120_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BAB2E70CF-6204-401D-B2F5-950875725138%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב בטחון,923,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_923_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B9AD8A611-B990-44D9-B196-2E3D24BA0BC2%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב בטחון א,529,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_529_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BB7F02C79-5403-413A-916A-3A416D7E805D%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ","מיטב גמל אג""ח (ללא מניות)",1235,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1235_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B78591042-63BF-4397-BCC6-FD535C4960AD%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ","מיטב גמל אג""ח 85",1236,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1236_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BD525F9E8-1F90-48F1-B384-FEE7118434A0%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל בניהול אישי,1486,לא עדכני,http://www.meitavdash.co.il/default.asp?catid=%7BAF3307C5-B343-481E-BD53-9F77ACBEF064%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ","מיטב גמל חכם אג""ח ב",1249,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1249_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B2488B1CB-2534-49AC-879E-DC45CB3918D3%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל חכם מסלול 60 פלוס,1248,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1248_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B7D6808A6-B97F-40EA-99E2-BC25D062B107%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל חכם מסלול בין 40 ל-50,1246,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1246_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B1F9BF768-EE0C-4664-8F60-9D7F4EF9586A%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל חכם מסלול בין 50 ל-60,1247,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1247_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BDF9FE4BD-700F-457F-B30D-5032A9A8A78B%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל חכם מסלול עד 40,1245,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1245_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BC1F134BE-82C3-4883-83FD-8738B51F5F5C%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל כללי,873,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_873_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B3F43623A-BBDE-4D4F-8868-5D9AF003552A%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב גמל מניות,1239,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_1239_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BE5CF90A2-8B5E-4CBB-A387-52F99ED5B9DB%7D,גמל,נדב,,
"דש איפקס הולדינגס בע""מ",מיטב דש פנסיה כללית *,,,,קרן פנסיה,,,
"דש איפקס הולדינגס בע""מ",מיטב דש פנסיה מקיפה,163,,,קרן פנסיה,,,
"דש איפקס הולדינגס בע""מ","מיטב השתלמות - אג""ח",1098,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1098_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BDD0919E7-D8CE-4A6E-8C1B-19F63031D2EE%7D,השתלמות,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות - כללי,880,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1241_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B736DCAAA-99FE-4F28-B4C4-01E670C953EA%7D,השתלמות,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות - כספי,1370,http://www.meitavdash.co.il/default.asp?catid=%7B99DE562C-3373-4E18-AF21-C6DEE6C57091%7D,http://www.meitavdash.co.il/default.asp?catid=%7B99DE562C-3373-4E18-AF21-C6DEE6C57091%7D,השתלמות,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות - מדדי,881,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_881_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B4E02D5C7-B03B-48C4-9C70-3C21097E3251%7D,השתלמות,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות - מניות,883,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_879_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B7326F1AF-8A89-43CB-9CB8-B7635024A521%7D,השתלמות,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות - שוהם כהלכה,768,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_768_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BCCC59C74-BF84-48B9-9063-36C61BC768E5%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות - שקלי,882,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_882_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BEF581955-4C80-4F89-A4EA-42A31A764A57%7D,גמל,,,
"דש איפקס הולדינגס בע""מ","מיטב השתלמות אג""ח (ללא מניות)",1240,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1240_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BFE0DE54A-FBA4-4007-8885-A391F9567362%7D,גמל,,,
"דש איפקס הולדינגס בע""מ","מיטב השתלמות אג""ח 85",1241,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1241_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B736DCAAA-99FE-4F28-B4C4-01E670C953EA%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות בניהול אישי,1487,לא עדכני,http://www.meitavdash.co.il/default.asp?catid=%7B2F34B3A1-C0A4-4B23-93B0-90A7A417346F%7D,גמל,,,
"דש איפקס הולדינגס בע""מ","מיטב השתלמות חכם מסלול אג""ח ב",1254,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1254_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B9E2FBA54-B6AF-4B80-99C7-9C59C9CF466C%7D,גמל,,,
"דש איפקס הולדינגס בע""מ","מיטב השתלמות חכם מסלול אג""ח ח",1253,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1253_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B2B103F92-AEE5-4EA0-9E64-B0ECE48AE31E%7D,גמל,,,
"דש איפקס הולדינגס בע""מ","מיטב השתלמות חכם מסלול אג""ח ש",1252,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1252_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B6F473321-B5B3-458A-AEEE-F3C31FF0074B%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות חכם מסלול כללי,1251,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1251_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B69401227-9C8B-468B-9A90-CDB144711483%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות חכם מסלול מנייתי,1250,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1250_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B1632ACE2-685F-43C5-9153-0B9B9E704CB9%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות חכם מסלול משתלם,356,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_356_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BA7648089-DC18-4E41-A98A-4079B0F50A84%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות כללי,879,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_879_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7B7326F1AF-8A89-43CB-9CB8-B7635024A521%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב השתלמות מניות,1244,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_1244_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BCE51394F-6BB1-41C1-B8CA-5D5EEB519AD1%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב מאור,786,http://www.meitavdash.co.il/files/uploadfiles/2_11_5_786_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BD5272D73-C831-46D4-9D57-1A808C65C2C7%7D,גמל,,,
"דש איפקס הולדינגס בע""מ",מיטב מירון,111,http://www.meitavdash.co.il/files/uploadfiles/1_11_5_111_0313.xls,http://www.meitavdash.co.il/default.asp?catid=%7BEC1E3F32-DBC5-42D2-85B4-F953291BABD5%7D,גמל,,,
