managing_body,fund,report_year,report_qurater,instrument_type,instrument_sub_type,instrument_symbol,instrument_id,underlying_asset,industry,rating,rating_agency,date_of_purchase,average_of_duration,currency,intrest_rate,yield,par_value,rate,market_cap,fair_value,rate_of_ipo,rate_of_fund,date_of_revaluation,type_of_asset,tmp_name
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",גראדלינק אגח ב ms- גראדלינק ישראל בע"מ לשעבר רבינטקס,2720043,,אופנה והלבשה,0,לא מדורג,,5.97,NIS,5.44,0.01,820000.36,5.3,43.46001908,,0,0.0140124244012492,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",סינרג'י כבלים אגח ב- סינרג'י כבלים בע"מ,7780166,,מתכת ומוצרי בניה,0,לא מדורג,,2.19,NIS,1.875,11.49,834802.41,110.77,924.710629557,,1.0507508819334,0.298146159711696,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פולאר השק אגח ו- פולאר השקעות בע"מ,6980247,,השקעה ואחזקות,,לא מדורג,,1.29,NIS,6,0.01,450000,50.08,225.36,,0.5,0.0726608048020563,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פרופיט אגח ג- פרופיט תעשיות בניה בע"מ,5490115,,נדל"ן ובינוי,,לא מדורג,,1.93,NIS,7,0.01,206920.77,64.23,132.905210571,,0.6085905,0.0428514357582341,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",כיל  אגח ב- כימיקלים לישראל בע"מ,2810216,,כימיה- גומי ופלסטיק,AA+,מעלות,,0.82,NIS,5.25,1.98,457159,103.58,473.5252922,,0.0621310468362241,0.152674515554583,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פועלים הנפקות אגח 26- הפועלים הנפקות בע"מ,1940451,,בנקים,AA+,מעלות,,3.74,NIS,3.16,2.56,783521,99.87,782.5024227,,0.0987675501513933,0.252295242247696,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פניקס הון אגח ג- הפניקס גיוסי הון  בע"מ,1120807,,ביטוח,Aa3,מידרוג,,4.18,NIS,6,3.58,800000,112.12,896.96,,0.232895974101968,0.289198772964379,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פרטנר אגח ה- חברת פרטנר תקשורת בע"מ,1118843,,תקשורת ומדיה,AA-,מעלות,,2.8,NIS,5.5,3.52,216310,105.64,228.509884,,0.0231492431093251,0.0736763936664206,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",גב ים אגח ז- חברת גב-ים לקרקעות בע"מ,7590144,,נדל"ן ובינוי,A+,מעלות,,2.61,NIS,6.41,3.38,170000,109.2,185.64,,0.0316785927251044,0.0598542412293829,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",דיסקונט התחיבות יא- בנק דיסקונט לישראל בע"מ,6910137,,בנקים,A+,מעלות,,6.44,NIS,6.4,4.21,1564000,115.26,1802.6664,,0.480615581286722,0.581217569283039,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",דיסקונט מנפיקים הת ז- דיסקונט מנפיקים בע"מ,7480064,,בנקים,A+,מעלות,,2.01,NIS,6.8,2.67,750000,114.15,856.125,,0.0696945705141786,0.276032709935927,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",דלק קב אגח יד- קבוצת דלק בע"מ,1115062,,השקעה ואחזקות,A1,מידרוג,,4.5,NIS,8.5,5.35,570000,117.31,668.667,,0.135962195296555,0.215592307262054,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",כללביט אגח ו- כללביט מימון בע"מ,1120138,,ביטוח,A+,מעלות,,4.04,NIS,5.7,3.68,700000,110.95,776.65,,0.0941584121125381,0.2504082980543,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פז נפט אגח ג- פז חברת הנפט בע"מ,1114073,,השקעה ואחזקות,A+,מעלות,,5.68,NIS,3.95,4.07,300000,99.66,298.98,,0.0106600451204176,0.0963974415145492,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",דלתא  אגח כ- דלתא-גליל תעשיות בע"מ,6270110,,אופנה והלבשה,A2,מידרוג,,1.89,NIS,7,3.82,300000,109.38,328.14,,0.182364612511671,0.105799238941013,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",נורסטאר אגח ח- נורסטאר החזקות אינק  לשעבר גזית אינק,7230295,,נדל"ן ובינוי,A,מעלות,,5.21,NIS,2.57463,5.4,300000,86.01,258.03,,0.0733468480442617,0.0831943000668912,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",נייר חדרה אגח 5- נייר חדרה לשעבר מפעלי נייר,6320097,,עץ- נייר ודפוס,A,מעלות,,2.7,NIS,5.85,3.78,600000,106.19,637.14,,0.11504854089688,0.205427339242022,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",הכשרת הישוב 14- חברת הכשרת הישוב בישראל בע"מ,6120141,,השקעה ואחזקות,Baa1,מידרוג,,2.35,NIS,7.18,7.57,257142.87,99.29,255.317155623,,0.173076924241864,0.082319621970798,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",דיסקונט השקעות אגח ט- חברת השקעות דיסקונט בע"מ,6390249,,השקעה ואחזקות,BBB,מעלות,,2.95,NIS,6.7,11.94,395817,86.51,349.540713791,,0.0410898517275238,0.112699279264906,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",דלק ישראל אגח ב- דלק חברת הדלק הישראלית בע"מ,6360127,,שרותים,BBB,מעלות,,0.89,NIS,5.61,5.22,337866.84,100.69,340.198121196,,0.178748607003527,0.109687030876149,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",אידיבי פתוח אגח י- אידיבי חברה לפתוח בע"מ,7980162,,השקעה ואחזקות,BB,מעלות,,2.47,NIS,6.6,35.73,428571.5,51.34,220.0286081,,0.067991495281604,0.0709418518992823,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פלג ניא אגח ב- פלג-ניא בע"מ,4010070,,מתכת ומוצרי בניה,,לא מדורג,,3.07,NIS,8.2,13.2,33000,88.9,29.337,,0.206248698055094,0.00945886594993755,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",גזית גלוב אגח א- גזית-גלוב בע"מ,1260165,,נדל"ן ובינוי,A+,מעלות,,2.32,NIS,6.5,3.51,1492613.95,84.99,1268.572596105,,0.54607334041783,0.409014491404079,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",KFW 6.25% 15.4.13- KFW,XS0228378344,,בנקים,Aaa,Moodys,,0.29,דולר ניו זילנד,6.25,3.05,659598.5,105.317722232558,694.67411608012,,0.0001075,0.223977548586877,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",KFW 9.5% 03.13- KFW,XS0524610499,,בנקים,Aaa,Moodys,,0.16,ריאל ברזילאי,9.5,5.17,98371.8,108.596666666667,106.82849574,,2.45454545454546e-05,0.0344437543320085,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",Rabobank 6%.1.13- RABOBANK NEDERLAND,XS0469009285,,בנקים,AA-,S&P,,0.04,$ אוסטרלי,6,3.28,1586864,105.843704926829,1679.59564975008,,6.07407407407407e-05,0.541536970415662,,,
